number,contract_name,name,address,banking,bonus,bike_stands,available_bike_stands,available_bikes,status,last_update,latitude,longitude,timestamp
34,dublin,PORTOBELLO HARBOUR,Portobello Harbour,FALSE,FALSE,30,16,14,OPEN,1.74207E+12,53.330362,-6.265163,3/15/2025 19:09
78,dublin,MATER HOSPITAL,Mater Hospital,FALSE,FALSE,40,31,9,OPEN,1.74207E+12,53.359967,-6.264828,3/15/2025 19:09
2,dublin,BLESSINGTON STREET,Blessington Street,FALSE,FALSE,20,14,6,OPEN,1.74207E+12,53.356769,-6.26814,3/15/2025 19:09
75,dublin,JAMES STREET,James Street,FALSE,FALSE,40,6,34,OPEN,1.74207E+12,53.343456,-6.287409,3/15/2025 19:09
111,dublin,MOUNTJOY SQUARE EAST,Mountjoy Square East,FALSE,FALSE,40,34,6,OPEN,1.74207E+12,53.356717,-6.256359,3/15/2025 19:09
26,dublin,MERRION SQUARE WEST,Merrion Square West,FALSE,FALSE,20,1,19,OPEN,1.74207E+12,53.339764,-6.251988,3/15/2025 19:09
65,dublin,CONVENTION CENTRE,Convention Centre,FALSE,FALSE,40,35,5,OPEN,1.74207E+12,53.34744,-6.238523,3/15/2025 19:09
15,dublin,HARDWICKE STREET,Hardwicke Street,FALSE,FALSE,16,16,0,OPEN,1.74207E+12,53.355473,-6.264423,3/15/2025 19:09
86,dublin,PARKGATE STREET,Parkgate Street,FALSE,FALSE,38,14,24,OPEN,1.74207E+12,53.347972,-6.291804,3/15/2025 19:09
35,dublin,SMITHFIELD,Smithfield,FALSE,FALSE,30,29,1,OPEN,1.74207E+12,53.347692,-6.278214,3/15/2025 19:09
10,dublin,DAME STREET,Dame Street,FALSE,FALSE,16,0,16,OPEN,1.74207E+12,53.344007,-6.266802,3/15/2025 19:09
100,dublin,HEUSTON BRIDGE (SOUTH),Heuston Bridge (South),FALSE,FALSE,25,2,23,OPEN,1.74207E+12,53.347106,-6.292041,3/15/2025 19:09
24,dublin,CATHAL BRUGHA STREET,Cathal Brugha Street,FALSE,FALSE,20,8,12,OPEN,1.74207E+12,53.352149,-6.260533,3/15/2025 19:09
64,dublin,SANDWITH STREET,Sandwith Street,FALSE,FALSE,40,31,9,OPEN,1.74207E+12,53.345203,-6.247163,3/15/2025 19:09
109,dublin,BUCKINGHAM STREET LOWER,Buckingham Street Lower,FALSE,FALSE,29,20,9,OPEN,1.74207E+12,53.353331,-6.249319,3/15/2025 19:09
85,dublin,ROTHE ABBEY,Rothe Abbey,FALSE,FALSE,35,24,11,OPEN,1.74207E+12,53.338776,-6.30395,3/15/2025 19:09
107,dublin,CHARLEVILLE ROAD,Charleville Road,FALSE,FALSE,40,34,6,OPEN,1.74207E+12,53.359157,-6.281866,3/15/2025 19:09
33,dublin,PRINCES STREET / O'CONNELL STREET,Princes Street / O'Connell Street,FALSE,FALSE,23,0,23,OPEN,1.74207E+12,53.349013,-6.260311,3/15/2025 19:09
44,dublin,UPPER SHERRARD STREET,Upper Sherrard Street,FALSE,FALSE,30,12,18,OPEN,1.74207E+12,53.358437,-6.260641,3/15/2025 19:09
89,dublin,FITZWILLIAM SQUARE EAST,Fitzwilliam Square East,FALSE,FALSE,40,39,1,OPEN,1.74207E+12,53.335211,-6.2509,3/15/2025 19:09
57,dublin,GRATTAN STREET,Grattan Street,FALSE,FALSE,23,21,2,OPEN,1.74207E+12,53.339629,-6.243778,3/15/2025 19:09
80,dublin,ST JAMES HOSPITAL (LUAS),St James Hospital (Luas),FALSE,FALSE,40,24,16,OPEN,1.74207E+12,53.341359,-6.292951,3/15/2025 19:09
41,dublin,HARCOURT TERRACE,Harcourt Terrace,FALSE,FALSE,20,20,0,OPEN,1.74207E+12,53.332763,-6.257942,3/15/2025 19:09
3,dublin,BOLTON STREET,Bolton Street,FALSE,FALSE,20,7,13,OPEN,1.74207E+12,53.351182,-6.269859,3/15/2025 19:09
40,dublin,JERVIS STREET,Jervis Street,FALSE,FALSE,21,2,19,OPEN,1.74207E+12,53.3483,-6.266651,3/15/2025 19:09
29,dublin,ORMOND QUAY UPPER,Ormond Quay Upper,FALSE,FALSE,29,1,28,OPEN,1.74207E+12,53.346057,-6.268001,3/15/2025 19:09
103,dublin,GRANGEGORMAN LOWER (SOUTH),Grangegorman Lower (South),FALSE,FALSE,40,25,15,OPEN,1.74207E+12,53.354663,-6.278681,3/15/2025 19:09
28,dublin,MOUNTJOY SQUARE WEST,Mountjoy Square West,FALSE,FALSE,30,17,13,OPEN,1.74207E+12,53.356299,-6.258586,3/15/2025 19:09
39,dublin,WILTON TERRACE,Wilton Terrace,FALSE,FALSE,20,18,2,OPEN,1.74207E+12,53.332383,-6.252717,3/15/2025 19:09
83,dublin,EMMET ROAD,Emmet Road,FALSE,FALSE,40,8,32,OPEN,1.74207E+12,53.340714,-6.308191,3/15/2025 19:09
92,dublin,HEUSTON BRIDGE (NORTH),Heuston Bridge (North),FALSE,FALSE,40,20,20,OPEN,1.74207E+12,53.347802,-6.292432,3/15/2025 19:09
21,dublin,LEINSTER STREET SOUTH,Leinster Street South,FALSE,FALSE,30,12,18,OPEN,1.74207E+12,53.34218,-6.254485,3/15/2025 19:09
88,dublin,BLACKHALL PLACE,Blackhall Place,FALSE,FALSE,30,9,21,OPEN,1.74207E+12,53.3488,-6.281637,3/15/2025 19:09
42,dublin,SMITHFIELD NORTH,Smithfield North,FALSE,FALSE,30,14,16,OPEN,1.74207E+12,53.349562,-6.278198,3/15/2025 19:14
30,dublin,PARNELL SQUARE NORTH,Parnell Square North,FALSE,FALSE,20,20,0,OPEN,1.74207E+12,53.35374155,-6.265301448,3/15/2025 19:14
54,dublin,CLONMEL STREET,Clonmel Street,FALSE,FALSE,33,18,15,OPEN,1.74207E+12,53.336021,-6.26298,3/15/2025 19:14
108,dublin,AVONDALE ROAD,Avondale Road,FALSE,FALSE,35,29,6,OPEN,1.74207E+12,53.359405,-6.276142,3/15/2025 19:14
20,dublin,JAMES STREET EAST,James Street East,FALSE,FALSE,30,29,1,OPEN,1.74207E+12,53.336597,-6.248109,3/15/2025 19:14
56,dublin,MOUNT STREET LOWER,Mount Street Lower,FALSE,FALSE,40,38,2,OPEN,1.74207E+12,53.33796,-6.24153,3/15/2025 19:14
6,dublin,CHRISTCHURCH PLACE,Christchurch Place,FALSE,FALSE,20,1,19,OPEN,1.74207E+12,53.343368,-6.27012,3/15/2025 19:14
18,dublin,GRANTHAM STREET,Grantham Street,FALSE,FALSE,30,19,10,OPEN,1.74207E+12,53.334123,-6.265436,3/15/2025 19:14
32,dublin,PEARSE STREET,Pearse Street,FALSE,FALSE,30,17,13,OPEN,1.74207E+12,53.344304,-6.250427,3/15/2025 19:14
52,dublin,YORK STREET EAST,York Street East,FALSE,FALSE,32,30,2,OPEN,1.74207E+12,53.338755,-6.262003,3/15/2025 19:14
48,dublin,EXCISE WALK,Excise Walk,FALSE,FALSE,40,36,4,OPEN,1.74207E+12,53.347777,-6.244239,3/15/2025 19:14
13,dublin,FITZWILLIAM SQUARE WEST,Fitzwilliam Square West,FALSE,FALSE,30,21,9,OPEN,1.74207E+12,53.336074,-6.252825,3/15/2025 19:14
43,dublin,PORTOBELLO ROAD,Portobello Road,FALSE,FALSE,30,23,7,OPEN,1.74207E+12,53.330091,-6.268044,3/15/2025 19:14
31,dublin,PARNELL STREET,Parnell Street,FALSE,FALSE,20,2,18,OPEN,1.74207E+12,53.350929,-6.265125,3/15/2025 19:14
98,dublin,FREDERICK STREET SOUTH,Frederick Street South,FALSE,FALSE,40,27,11,OPEN,1.74207E+12,53.341515,-6.256853,3/15/2025 19:14
14,dublin,FOWNES STREET UPPER,Fownes Street Upper,FALSE,FALSE,30,0,30,OPEN,1.74207E+12,53.344603,-6.263371,3/15/2025 19:14
1,dublin,CLARENDON ROW,Clarendon Row,FALSE,FALSE,31,8,23,OPEN,1.74207E+12,53.340927,-6.262501,3/15/2025 19:14
23,dublin,CUSTOM HOUSE,Custom House,FALSE,FALSE,30,3,27,OPEN,1.74207E+12,53.348279,-6.254662,3/15/2025 19:14
106,dublin,RATHDOWN ROAD,Rathdown Road,FALSE,FALSE,40,38,2,OPEN,1.74207E+12,53.35893,-6.280337,3/15/2025 19:14
112,dublin,NORTH CIRCULAR ROAD (O'CONNELL'S),North Circular Road (O'Connell's),FALSE,FALSE,30,2,28,OPEN,1.74207E+12,53.357841,-6.251557,3/15/2025 19:14
68,dublin,HANOVER QUAY,Hanover Quay,FALSE,FALSE,40,32,8,OPEN,1.74207E+12,53.344115,-6.237153,3/15/2025 19:14
74,dublin,OLIVER BOND STREET,Oliver Bond Street,FALSE,FALSE,30,12,18,OPEN,1.74207E+12,53.343893,-6.280531,3/15/2025 19:14
87,dublin,COLLINS BARRACKS MUSEUM,Collins Barracks Museum,FALSE,FALSE,38,17,21,OPEN,1.74207E+12,53.347477,-6.28525,3/15/2025 19:14
84,dublin,BROOKFIELD ROAD,Brookfield Road,FALSE,FALSE,30,9,21,OPEN,1.74207E+12,53.339005,-6.300217,3/15/2025 19:14
90,dublin,BENSON STREET,Benson Street,FALSE,FALSE,40,33,7,OPEN,1.74207E+12,53.344153,-6.233451,3/15/2025 19:14
11,dublin,EARLSFORT TERRACE,Earlsfort Terrace,FALSE,FALSE,30,29,1,OPEN,1.74207E+12,53.334295,-6.258503,3/15/2025 19:14
17,dublin,GOLDEN LANE,Golden Lane,FALSE,FALSE,20,8,12,OPEN,1.74207E+12,53.340803,-6.267732,3/15/2025 19:14
45,dublin,DEVERELL PLACE,Deverell Place,FALSE,FALSE,30,25,5,OPEN,1.74207E+12,53.351464,-6.255265,3/15/2025 19:14
114,dublin,WILTON TERRACE (PARK),Wilton Terrace (Park),FALSE,FALSE,40,34,6,OPEN,1.74207E+12,53.333653,-6.248345,3/15/2025 19:14
72,dublin,JOHN STREET WEST,John Street West,FALSE,FALSE,31,10,21,OPEN,1.74207E+12,53.343105,-6.277167,3/15/2025 19:14
63,dublin,FENIAN STREET,Fenian Street,FALSE,FALSE,35,33,2,OPEN,1.74207E+12,53.341428,-6.24672,3/15/2025 19:14
113,dublin,MERRION SQUARE SOUTH,Merrion Square South,FALSE,FALSE,40,28,1,OPEN,1.74207E+12,53.338614,-6.248606,3/15/2025 19:14
91,dublin,SOUTH DOCK ROAD,South Dock Road,FALSE,FALSE,30,16,14,OPEN,1.74207E+12,53.341833,-6.231291,3/15/2025 19:14
99,dublin,CITY QUAY,City Quay,FALSE,FALSE,30,20,10,OPEN,1.74207E+12,53.346637,-6.246154,3/15/2025 19:14
9,dublin,EXCHEQUER STREET,Exchequer Street,FALSE,FALSE,24,0,24,OPEN,1.74207E+12,53.343034,-6.263578,3/15/2025 19:14
67,dublin,THE POINT,The Point,FALSE,FALSE,40,25,15,OPEN,1.74207E+12,53.346867,-6.230852,3/15/2025 19:14
116,dublin,BROADSTONE,Broadstone,FALSE,FALSE,30,8,22,OPEN,1.74207E+12,53.3547,-6.272314,3/15/2025 19:14
55,dublin,HATCH STREET,Hatch Street,FALSE,FALSE,36,36,0,OPEN,1.74207E+12,53.33403,-6.260714,3/15/2025 19:14
62,dublin,LIME STREET,Lime Street,FALSE,FALSE,40,37,3,OPEN,1.74207E+12,53.346026,-6.243576,3/15/2025 19:14
5,dublin,CHARLEMONT PLACE,Charlemont Street,FALSE,FALSE,40,28,12,OPEN,1.74207E+12,53.330662,-6.260177,3/15/2025 19:14
97,dublin,KILMAINHAM GAOL,Kilmainham Gaol,FALSE,FALSE,40,24,16,OPEN,1.74207E+12,53.342113,-6.310015,3/15/2025 19:14
61,dublin,HARDWICKE PLACE,Hardwicke Place,FALSE,FALSE,25,25,0,OPEN,1.74207E+12,53.357043,-6.263232,3/15/2025 19:14
77,dublin,WOLFE TONE STREET,Wolfe Tone Street,FALSE,FALSE,29,1,28,OPEN,1.74207E+12,53.348875,-6.267459,3/15/2025 19:14
73,dublin,FRANCIS STREET,Francis Street,FALSE,FALSE,30,24,6,OPEN,1.74207E+12,53.342081,-6.275233,3/15/2025 19:14
4,dublin,GREEK STREET,Greek Street,FALSE,FALSE,20,8,11,OPEN,1.74207E+12,53.346874,-6.272976,3/15/2025 19:14
49,dublin,GUILD STREET,Guild Street,FALSE,FALSE,40,40,0,OPEN,1.74207E+12,53.347932,-6.240928,3/15/2025 19:14
19,dublin,HERBERT PLACE,Herbert Place,FALSE,FALSE,30,21,9,OPEN,1.74207E+12,53.334432,-6.245575,3/15/2025 19:14
7,dublin,HIGH STREET,High Street,FALSE,FALSE,29,24,5,OPEN,1.74207E+12,53.343565,-6.275071,3/15/2025 19:14
60,dublin,NORTH CIRCULAR ROAD,North Circular Road,FALSE,FALSE,30,21,9,OPEN,1.74207E+12,53.359624,-6.260348,3/15/2025 19:14
102,dublin,WESTERN WAY,Western Way,FALSE,FALSE,40,30,10,OPEN,1.74207E+12,53.354929,-6.269425,3/15/2025 19:14
38,dublin,TALBOT STREET,Talbot Street,FALSE,FALSE,40,15,23,OPEN,1.74207E+12,53.350974,-6.25294,3/15/2025 19:14
53,dublin,NEWMAN HOUSE,Newman House,FALSE,FALSE,40,38,2,OPEN,1.74207E+12,53.337132,-6.26059,3/15/2025 19:14
58,dublin,SIR PATRICK DUN'S,Sir Patrick's Dun,FALSE,FALSE,40,14,26,OPEN,1.74207E+12,53.339218,-6.240642,3/15/2025 19:14
66,dublin,NEW CENTRAL BANK,New Central Bank,FALSE,FALSE,40,33,7,OPEN,1.74207E+12,53.347122,-6.234749,3/15/2025 19:14
104,dublin,GRANGEGORMAN LOWER (CENTRAL),Grangegorman Lower (Central),FALSE,FALSE,40,36,4,OPEN,1.74207E+12,53.355173,-6.278424,3/15/2025 19:14
101,dublin,KING STREET NORTH,King Street North,FALSE,FALSE,30,13,17,OPEN,1.74207E+12,53.350291,-6.273507,3/15/2025 19:14
115,dublin,KILLARNEY STREET,Killarney Street,FALSE,FALSE,30,17,13,OPEN,1.74207E+12,53.354845,-6.247579,3/15/2025 19:14
47,dublin,HERBERT STREET,Herbert Street,FALSE,FALSE,40,35,5,OPEN,1.74207E+12,53.335742,-6.24551,3/15/2025 19:14
117,dublin,HANOVER QUAY EAST,Hanover Quay East,FALSE,FALSE,40,29,11,OPEN,1.74207E+12,53.343653,-6.231755,3/15/2025 19:14
8,dublin,CUSTOM HOUSE QUAY,Custom House Quay,FALSE,FALSE,30,19,11,OPEN,1.74207E+12,53.347884,-6.248048,3/15/2025 19:14
27,dublin,MOLESWORTH STREET,Molesworth Street,FALSE,FALSE,20,5,15,OPEN,1.74207E+12,53.341288,-6.258117,3/15/2025 19:14
16,dublin,GEORGES QUAY,Georges Quay,FALSE,FALSE,20,11,9,OPEN,1.74207E+12,53.347508,-6.252192,3/15/2025 19:14
96,dublin,KILMAINHAM LANE,Kilmainham Lane,FALSE,FALSE,30,25,5,OPEN,1.74207E+12,53.341805,-6.305085,3/15/2025 19:14
82,dublin,MOUNT BROWN,Mount Brown,FALSE,FALSE,22,15,7,OPEN,1.74207E+12,53.341645,-6.29719,3/15/2025 19:14
76,dublin,MARKET STREET SOUTH,Market Street South,FALSE,FALSE,38,31,7,OPEN,1.74207E+12,53.342296,-6.287661,3/15/2025 19:14
71,dublin,KEVIN STREET,Kevin Street,FALSE,FALSE,40,35,5,OPEN,1.74207E+12,53.337757,-6.267699,3/15/2025 19:14
79,dublin,ECCLES STREET EAST,Eccles Street East,FALSE,FALSE,27,23,4,OPEN,1.74207E+12,53.358115,-6.265601,3/15/2025 19:14
69,dublin,GRAND CANAL DOCK,Grand Canal Dock,FALSE,FALSE,40,28,12,OPEN,1.74207E+12,53.342638,-6.238695,3/15/2025 19:14
25,dublin,MERRION SQUARE EAST,Merrion Square East,FALSE,FALSE,30,24,6,OPEN,1.74207E+12,53.339434,-6.246548,3/15/2025 19:14
51,dublin,YORK STREET WEST,York Street West,FALSE,FALSE,40,0,0,OPEN,1.74207E+12,53.339334,-6.264699,3/15/2025 19:14
37,dublin,ST. STEPHEN'S GREEN SOUTH,St. Stephen's Green South,FALSE,FALSE,30,13,17,OPEN,1.74207E+12,53.337494,-6.26199,3/15/2025 19:14
59,dublin,DENMARK STREET GREAT,Denmark Street Great,FALSE,FALSE,20,20,0,OPEN,1.74207E+12,53.35561,-6.261397,3/15/2025 19:14
95,dublin,ROYAL HOSPITAL,Royal Hospital,FALSE,FALSE,40,34,6,OPEN,1.74207E+12,53.343897,-6.29706,3/15/2025 19:14
94,dublin,HEUSTON STATION (CAR PARK),Heuston Station (Car Park),FALSE,FALSE,40,20,20,OPEN,1.74207E+12,53.346985,-6.297804,3/15/2025 19:14
105,dublin,GRANGEGORMAN LOWER (NORTH),Grangegorman Lower (North),FALSE,FALSE,36,26,10,OPEN,1.74207E+12,53.355954,-6.278378,3/15/2025 19:14
36,dublin,ST. STEPHEN'S GREEN EAST,St. Stephen's Green East,FALSE,FALSE,40,29,11,OPEN,1.74207E+12,53.337824,-6.256035,3/15/2025 19:14
93,dublin,HEUSTON STATION (CENTRAL),Heuston Station (Central),FALSE,FALSE,40,15,25,OPEN,1.74207E+12,53.346603,-6.296924,3/15/2025 19:14
22,dublin,TOWNSEND STREET,Townsend Street,FALSE,FALSE,20,16,4,OPEN,1.74207E+12,53.345922,-6.254614,3/15/2025 19:14
50,dublin,GEORGES LANE,George's Lane,FALSE,FALSE,40,26,14,OPEN,1.74207E+12,53.35023,-6.279696,3/15/2025 19:14
110,dublin,PHIBSBOROUGH ROAD,Phibsborough Road,FALSE,FALSE,40,20,20,OPEN,1.74207E+12,53.356307,-6.273717,3/15/2025 19:14
12,dublin,ECCLES STREET,Eccles Street,FALSE,FALSE,20,12,8,OPEN,1.74207E+12,53.359246,-6.269779,3/15/2025 19:14
34,dublin,PORTOBELLO HARBOUR,Portobello Harbour,FALSE,FALSE,30,16,14,OPEN,1.74207E+12,53.330362,-6.265163,3/15/2025 19:14
78,dublin,MATER HOSPITAL,Mater Hospital,FALSE,FALSE,40,31,9,OPEN,1.74207E+12,53.359967,-6.264828,3/15/2025 19:14
2,dublin,BLESSINGTON STREET,Blessington Street,FALSE,FALSE,20,14,6,OPEN,1.74207E+12,53.356769,-6.26814,3/15/2025 19:14
75,dublin,JAMES STREET,James Street,FALSE,FALSE,40,5,35,OPEN,1.74207E+12,53.343456,-6.287409,3/15/2025 19:14
111,dublin,MOUNTJOY SQUARE EAST,Mountjoy Square East,FALSE,FALSE,40,34,6,OPEN,1.74207E+12,53.356717,-6.256359,3/15/2025 19:14
26,dublin,MERRION SQUARE WEST,Merrion Square West,FALSE,FALSE,20,1,19,OPEN,1.74207E+12,53.339764,-6.251988,3/15/2025 19:14
65,dublin,CONVENTION CENTRE,Convention Centre,FALSE,FALSE,40,35,5,OPEN,1.74207E+12,53.34744,-6.238523,3/15/2025 19:14
15,dublin,HARDWICKE STREET,Hardwicke Street,FALSE,FALSE,16,16,0,OPEN,1.74207E+12,53.355473,-6.264423,3/15/2025 19:14
86,dublin,PARKGATE STREET,Parkgate Street,FALSE,FALSE,38,14,24,OPEN,1.74207E+12,53.347972,-6.291804,3/15/2025 19:14
35,dublin,SMITHFIELD,Smithfield,FALSE,FALSE,30,30,0,OPEN,1.74207E+12,53.347692,-6.278214,3/15/2025 19:14
10,dublin,DAME STREET,Dame Street,FALSE,FALSE,16,0,16,OPEN,1.74207E+12,53.344007,-6.266802,3/15/2025 19:14
100,dublin,HEUSTON BRIDGE (SOUTH),Heuston Bridge (South),FALSE,FALSE,25,2,23,OPEN,1.74207E+12,53.347106,-6.292041,3/15/2025 19:14
24,dublin,CATHAL BRUGHA STREET,Cathal Brugha Street,FALSE,FALSE,20,8,12,OPEN,1.74207E+12,53.352149,-6.260533,3/15/2025 19:14
64,dublin,SANDWITH STREET,Sandwith Street,FALSE,FALSE,40,31,9,OPEN,1.74207E+12,53.345203,-6.247163,3/15/2025 19:14
109,dublin,BUCKINGHAM STREET LOWER,Buckingham Street Lower,FALSE,FALSE,29,20,9,OPEN,1.74207E+12,53.353331,-6.249319,3/15/2025 19:14
85,dublin,ROTHE ABBEY,Rothe Abbey,FALSE,FALSE,35,23,12,OPEN,1.74207E+12,53.338776,-6.30395,3/15/2025 19:14
107,dublin,CHARLEVILLE ROAD,Charleville Road,FALSE,FALSE,40,34,6,OPEN,1.74207E+12,53.359157,-6.281866,3/15/2025 19:14
33,dublin,PRINCES STREET / O'CONNELL STREET,Princes Street / O'Connell Street,FALSE,FALSE,23,0,23,OPEN,1.74207E+12,53.349013,-6.260311,3/15/2025 19:14
44,dublin,UPPER SHERRARD STREET,Upper Sherrard Street,FALSE,FALSE,30,12,18,OPEN,1.74207E+12,53.358437,-6.260641,3/15/2025 19:14
89,dublin,FITZWILLIAM SQUARE EAST,Fitzwilliam Square East,FALSE,FALSE,40,39,1,OPEN,1.74207E+12,53.335211,-6.2509,3/15/2025 19:14
57,dublin,GRATTAN STREET,Grattan Street,FALSE,FALSE,23,21,2,OPEN,1.74207E+12,53.339629,-6.243778,3/15/2025 19:14
80,dublin,ST JAMES HOSPITAL (LUAS),St James Hospital (Luas),FALSE,FALSE,40,24,16,OPEN,1.74207E+12,53.341359,-6.292951,3/15/2025 19:14
41,dublin,HARCOURT TERRACE,Harcourt Terrace,FALSE,FALSE,20,20,0,OPEN,1.74207E+12,53.332763,-6.257942,3/15/2025 19:14
3,dublin,BOLTON STREET,Bolton Street,FALSE,FALSE,20,7,13,OPEN,1.74207E+12,53.351182,-6.269859,3/15/2025 19:14
40,dublin,JERVIS STREET,Jervis Street,FALSE,FALSE,21,1,20,OPEN,1.74207E+12,53.3483,-6.266651,3/15/2025 19:14
29,dublin,ORMOND QUAY UPPER,Ormond Quay Upper,FALSE,FALSE,29,2,27,OPEN,1.74207E+12,53.346057,-6.268001,3/15/2025 19:14
103,dublin,GRANGEGORMAN LOWER (SOUTH),Grangegorman Lower (South),FALSE,FALSE,40,24,16,OPEN,1.74207E+12,53.354663,-6.278681,3/15/2025 19:14
28,dublin,MOUNTJOY SQUARE WEST,Mountjoy Square West,FALSE,FALSE,30,20,10,OPEN,1.74207E+12,53.356299,-6.258586,3/15/2025 19:14
39,dublin,WILTON TERRACE,Wilton Terrace,FALSE,FALSE,20,20,0,OPEN,1.74207E+12,53.332383,-6.252717,3/15/2025 19:14
83,dublin,EMMET ROAD,Emmet Road,FALSE,FALSE,40,8,32,OPEN,1.74207E+12,53.340714,-6.308191,3/15/2025 19:14
92,dublin,HEUSTON BRIDGE (NORTH),Heuston Bridge (North),FALSE,FALSE,40,20,20,OPEN,1.74207E+12,53.347802,-6.292432,3/15/2025 19:14
21,dublin,LEINSTER STREET SOUTH,Leinster Street South,FALSE,FALSE,30,12,18,OPEN,1.74207E+12,53.34218,-6.254485,3/15/2025 19:14
88,dublin,BLACKHALL PLACE,Blackhall Place,FALSE,FALSE,30,9,21,OPEN,1.74207E+12,53.3488,-6.281637,3/15/2025 19:14
42,dublin,SMITHFIELD NORTH,Smithfield North,FALSE,FALSE,30,15,15,OPEN,1.74207E+12,53.349562,-6.278198,3/15/2025 19:19
30,dublin,PARNELL SQUARE NORTH,Parnell Square North,FALSE,FALSE,20,20,0,OPEN,1.74207E+12,53.35374155,-6.265301448,3/15/2025 19:19
54,dublin,CLONMEL STREET,Clonmel Street,FALSE,FALSE,33,18,15,OPEN,1.74207E+12,53.336021,-6.26298,3/15/2025 19:19
108,dublin,AVONDALE ROAD,Avondale Road,FALSE,FALSE,35,29,6,OPEN,1.74207E+12,53.359405,-6.276142,3/15/2025 19:19
20,dublin,JAMES STREET EAST,James Street East,FALSE,FALSE,30,29,1,OPEN,1.74207E+12,53.336597,-6.248109,3/15/2025 19:19
56,dublin,MOUNT STREET LOWER,Mount Street Lower,FALSE,FALSE,40,39,1,OPEN,1.74207E+12,53.33796,-6.24153,3/15/2025 19:19
6,dublin,CHRISTCHURCH PLACE,Christchurch Place,FALSE,FALSE,20,1,19,OPEN,1.74207E+12,53.343368,-6.27012,3/15/2025 19:19
18,dublin,GRANTHAM STREET,Grantham Street,FALSE,FALSE,30,21,8,OPEN,1.74207E+12,53.334123,-6.265436,3/15/2025 19:19
32,dublin,PEARSE STREET,Pearse Street,FALSE,FALSE,30,17,13,OPEN,1.74207E+12,53.344304,-6.250427,3/15/2025 19:19
52,dublin,YORK STREET EAST,York Street East,FALSE,FALSE,32,30,2,OPEN,1.74207E+12,53.338755,-6.262003,3/15/2025 19:19
48,dublin,EXCISE WALK,Excise Walk,FALSE,FALSE,40,36,4,OPEN,1.74207E+12,53.347777,-6.244239,3/15/2025 19:19
13,dublin,FITZWILLIAM SQUARE WEST,Fitzwilliam Square West,FALSE,FALSE,30,21,9,OPEN,1.74207E+12,53.336074,-6.252825,3/15/2025 19:19
43,dublin,PORTOBELLO ROAD,Portobello Road,FALSE,FALSE,30,24,6,OPEN,1.74207E+12,53.330091,-6.268044,3/15/2025 19:19
31,dublin,PARNELL STREET,Parnell Street,FALSE,FALSE,20,2,18,OPEN,1.74207E+12,53.350929,-6.265125,3/15/2025 19:19
98,dublin,FREDERICK STREET SOUTH,Frederick Street South,FALSE,FALSE,40,27,11,OPEN,1.74207E+12,53.341515,-6.256853,3/15/2025 19:19
14,dublin,FOWNES STREET UPPER,Fownes Street Upper,FALSE,FALSE,30,0,30,OPEN,1.74207E+12,53.344603,-6.263371,3/15/2025 19:19
1,dublin,CLARENDON ROW,Clarendon Row,FALSE,FALSE,31,10,21,OPEN,1.74207E+12,53.340927,-6.262501,3/15/2025 19:19
23,dublin,CUSTOM HOUSE,Custom House,FALSE,FALSE,30,3,27,OPEN,1.74207E+12,53.348279,-6.254662,3/15/2025 19:19
106,dublin,RATHDOWN ROAD,Rathdown Road,FALSE,FALSE,40,38,2,OPEN,1.74207E+12,53.35893,-6.280337,3/15/2025 19:19
112,dublin,NORTH CIRCULAR ROAD (O'CONNELL'S),North Circular Road (O'Connell's),FALSE,FALSE,30,1,29,OPEN,1.74207E+12,53.357841,-6.251557,3/15/2025 19:19
68,dublin,HANOVER QUAY,Hanover Quay,FALSE,FALSE,40,32,8,OPEN,1.74207E+12,53.344115,-6.237153,3/15/2025 19:19
74,dublin,OLIVER BOND STREET,Oliver Bond Street,FALSE,FALSE,30,12,18,OPEN,1.74207E+12,53.343893,-6.280531,3/15/2025 19:19
87,dublin,COLLINS BARRACKS MUSEUM,Collins Barracks Museum,FALSE,FALSE,38,17,21,OPEN,1.74207E+12,53.347477,-6.28525,3/15/2025 19:19
84,dublin,BROOKFIELD ROAD,Brookfield Road,FALSE,FALSE,30,9,21,OPEN,1.74207E+12,53.339005,-6.300217,3/15/2025 19:19
90,dublin,BENSON STREET,Benson Street,FALSE,FALSE,40,33,7,OPEN,1.74207E+12,53.344153,-6.233451,3/15/2025 19:19
11,dublin,EARLSFORT TERRACE,Earlsfort Terrace,FALSE,FALSE,30,29,1,OPEN,1.74207E+12,53.334295,-6.258503,3/15/2025 19:19
17,dublin,GOLDEN LANE,Golden Lane,FALSE,FALSE,20,8,12,OPEN,1.74207E+12,53.340803,-6.267732,3/15/2025 19:19
45,dublin,DEVERELL PLACE,Deverell Place,FALSE,FALSE,30,25,5,OPEN,1.74207E+12,53.351464,-6.255265,3/15/2025 19:19
114,dublin,WILTON TERRACE (PARK),Wilton Terrace (Park),FALSE,FALSE,40,34,6,OPEN,1.74207E+12,53.333653,-6.248345,3/15/2025 19:19
72,dublin,JOHN STREET WEST,John Street West,FALSE,FALSE,31,10,21,OPEN,1.74207E+12,53.343105,-6.277167,3/15/2025 19:19
63,dublin,FENIAN STREET,Fenian Street,FALSE,FALSE,35,33,2,OPEN,1.74207E+12,53.341428,-6.24672,3/15/2025 19:19
